TCRD ID	TDL	Description	Ligand ID	Drug ID
5654	Tchem	Dipeptidyl peptidase 8	12863	
5716	Tchem	Dipeptidyl peptidase 9	17771	
11665	Tchem	Diphosphomevalonate decarboxylase	1015	
5429	Tchem	Discoidin domain-containing receptor 2	14522	
691	Tchem	Disintegrin and metalloproteinase domain-containing protein 10	10618	
692	Tchem	Disintegrin and metalloproteinase domain-containing protein 12	1076	
693	Tchem	Disintegrin and metalloproteinase domain-containing protein 15	3729	
871	Tchem	Disintegrin and metalloproteinase domain-containing protein 17	2524	
266	Tchem	Disintegrin and metalloproteinase domain-containing protein 33	4205	
402	Tchem	Disintegrin and metalloproteinase domain-containing protein 8	17692	
269	Tchem	Disintegrin and metalloproteinase domain-containing protein 9	3731	
5635	Tchem	Disks large homolog 4	17550	
5948	Tchem	DNA (cytosine-5)-methyltransferase 3-like	1758	
5646	Tchem	DNA (cytosine-5)-methyltransferase 3B	14631	
5511	Tchem	DNA damage-binding protein 1	16616	
5525	Tchem	DNA damage-inducible transcript 3 protein	10370	
147	Tchem	DNA dC->dU-editing enzyme APOBEC-3F	7272	
5803	Tchem	DNA ligase 1	17960	
16874	Tchem	DNA nucleotidylexotransferase	19607	
5713	Tchem	DNA polymerase beta	17324	
5729	Tchem	DNA polymerase subunit gamma-1	14916	
3364	Tchem	DNA repair protein complementing XP-G cells	4791	
13825	Tchem	DNA repair protein RAD51 homolog 1	10588	
17762	Tchem	DNA topoisomerase 2-beta	2425	
979	Tchem	DNA-(apurinic or apyrimidinic site) lyase	3833	
85	Tchem	DNA-3-methyladenine glycosylase	17651	
13169	Tchem	DNA-dependent protein kinase catalytic subunit	2715	
15023	Tchem	DNA-directed RNA polymerase I subunit RPA1	18466	
15206	Tchem	DNA-directed RNA polymerase, mitochondrial	12693	
5799	Tchem	DnaJ homolog subfamily A member 1	17672	
8937	Tchem	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	3969	
5755	Tchem	Dopamine beta-hydroxylase	11267	
12496	Tchem	Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A	2511	
5774	Tchem	Dual serine/threonine and tyrosine protein kinase	10927	
11238	Tchem	Dual specificity mitogen-activated protein kinase kinase 3	12376	
11368	Tchem	Dual specificity mitogen-activated protein kinase kinase 4	15482	
8519	Tchem	Dual specificity mitogen-activated protein kinase kinase 5	19175	
11213	Tchem	Dual specificity mitogen-activated protein kinase kinase 6	5190	
11313	Tchem	Dual specificity mitogen-activated protein kinase kinase 7	13151	
4563	Tchem	Dual specificity protein kinase CLK1	9705	
4627	Tchem	Dual specificity protein kinase CLK2	9686	
4712	Tchem	Dual specificity protein kinase CLK3	9685	
4564	Tchem	Dual specificity protein kinase CLK4	17559	
18151	Tchem	Dual specificity protein kinase TTK	15256	
6029	Tchem	Dual specificity protein phosphatase 1	11	
3380	Tchem	Dual specificity protein phosphatase 3	4304	
3383	Tchem	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	1099	
5937	Tchem	Dual specificity tyrosine-phosphorylation-regulated kinase 1B	1914	
5883	Tchem	Dual specificity tyrosine-phosphorylation-regulated kinase 2	13596	
3446	Tchem	Dual specificity tyrosine-phosphorylation-regulated kinase 3	7187	
3478	Tchem	Dynamin-2	6445	
10724	Tchem	E-selectin	22	
2418	Tchem	E3 SUMO-protein ligase CBX4	13609	
8429	Tchem	E3 ubiquitin-protein ligase Mdm2	7677	
11827	Tchem	E3 ubiquitin-protein ligase NEDD4	16032	
18650	Tchem	E3 ubiquitin-protein ligase UHRF1	4788	
19150	Tchem	E3 ubiquitin-protein ligase XIAP	7298	
6092	Tchem	Ecto-NOX disulfide-thiol exchanger 2	13317	
6094	Tchem	Ectonucleoside triphosphate diphosphohydrolase 4	17031	
3296	Tchem	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	10977	
3297	Tchem	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	5222	
6024	Tchem	EF-hand calcium-binding domain-containing protein 4B	1300	
3481	Tchem	Egl nine homolog 1	14977	
3403	Tchem	Egl nine homolog 2	18844	
3430	Tchem	Egl nine homolog 3	13463	
3617	Tchem	eIF-2-alpha kinase activator GCN1	13484	
6038	Tchem	eIF-2-alpha kinase GCN2	14867	
3348	Tchem	ELAV-like protein 1	19316	
6021	Tchem	Elongation factor 1-alpha 1	12186	
3400	Tchem	Elongation factor 1-alpha 2	12901	
5896	Tchem	Elongation factor 2	9249	
3350	Tchem	Elongation of very long chain fatty acids protein 3	17867	
3288	Tchem	Elongation of very long chain fatty acids protein 5	5814	
3351	Tchem	Elongation of very long chain fatty acids protein 6	13684	
3451	Tchem	Emopamil-binding protein-like	4626	
12423	Tchem	Endonuclease G, mitochondrial	14364	
6131	Tchem	Endoplasmic reticulum aminopeptidase 1	5799	
6100	Tchem	Endoplasmic reticulum aminopeptidase 2	3952	
10924	Tchem	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	263	
3313	Tchem	Endoplasmin	7874	
2752	Tchem	Endosialin	2708	
10381	Tchem	Endothelial lipase	319	
6169	Tchem	Endothelial PAS domain-containing protein 1	2474	
5914	Tchem	Endothelin-converting enzyme 1	155	
3318	Tchem	Enteropeptidase	4549	
12748	Tchem	Eosinophil peroxidase	10389	
3228	Tchem	Ephrin type-A receptor 1	2872	
6127	Tchem	Ephrin type-A receptor 3	19641	
6192	Tchem	Ephrin type-A receptor 4	2869	
3230	Tchem	Ephrin type-A receptor 5	2853	
6128	Tchem	Ephrin type-A receptor 6	19302	
6129	Tchem	Ephrin type-A receptor 7	15992	
3231	Tchem	Ephrin type-A receptor 8	19638	
3233	Tchem	Ephrin type-B receptor 1	2872	
3322	Tchem	Ephrin type-B receptor 2	19639	
3234	Tchem	Ephrin type-B receptor 3	2835	
6098	Tchem	Ephrin type-B receptor 4	2875	
6130	Tchem	Ephrin type-B receptor 6	6778	
5899	Tchem	Ephrin-A2	6343	
5901	Tchem	Epidermal growth factor-like protein 7	3044	
5399	Tchem	Epithelial discoidin domain-containing receptor 1	6109	
7883	Tchem	Epoxide hydrolase 1	13825	
15659	Tchem	Equilibrative nucleoside transporter 2	18613	
5741	Tchem	Estradiol 17-beta-dehydrogenase 1	1070	
5549	Tchem	Estradiol 17-beta-dehydrogenase 2	3900	
16593	Tchem	Estrogen sulfotransferase	8084	
3373	Tchem	Estrogen-related receptor gamma	6664	
7895	Tchem	Eukaryotic initiation factor 4A-I	13352	
8184	Tchem	Eukaryotic translation initiation factor 2 subunit 1	19415	
3385	Tchem	Eukaryotic translation initiation factor 2-alpha kinase 1	17608	
6037	Tchem	Eukaryotic translation initiation factor 2-alpha kinase 3	4702	
7897	Tchem	Eukaryotic translation initiation factor 4E	17390	
86	Tchem	Eukaryotic translation initiation factor 4E-binding protein 1	2587	2587
7899	Tchem	Eukaryotic translation initiation factor 4H	12056	
3450	Tchem	Excitatory amino acid transporter 1	15868	
3389	Tchem	Excitatory amino acid transporter 2	15874	
3390	Tchem	Excitatory amino acid transporter 3	15875	
882	Tchem	FAD-linked sulfhydryl oxidase ALR	18441	
6721	Tchem	Fanconi anemia group F protein	19782	
6951	Tchem	Far upstream element-binding protein 2	11821	
6785	Tchem	Fatty acid desaturase 1	14015	
6815	Tchem	Fatty acid desaturase 2	3633	3633
6692	Tchem	Fatty acid synthase	7681	
6783	Tchem	Fatty acid-binding protein 9	9183	
6261	Tchem	Fatty acid-binding protein, adipocyte	3552	
6370	Tchem	Fatty acid-binding protein, brain	8474	
6424	Tchem	Fatty acid-binding protein, epidermal	3372	
6689	Tchem	Fatty acid-binding protein, heart	17322	
6371	Tchem	Fatty acid-binding protein, intestinal	6209	6209
6784	Tchem	Fatty acid-binding protein, liver	12407	
6368	Tchem	Fatty-acid amide hydrolase 1	15699	
6489	Tchem	Fatty-acid amide hydrolase 2	19500	
7055	Tchem	Fibroblast growth factor 1	18893	
6713	Tchem	Fibroblast growth factor 2	8891	
6852	Tchem	Fibroblast growth factor 23	14939	
7056	Tchem	Fibroblast growth factor 4	12560	
6642	Tchem	Fibronectin	6220	
6534	Tchem	Flap endonuclease 1	4428	
3496	Tchem	fMet-Leu-Phe receptor	12209	
6716	Tchem	Focal adhesion kinase 1	13529	
6994	Tchem	Folate receptor alpha	1266	
6952	Tchem	Folate receptor beta	5353	
15437	Tchem	Folate transporter 1	2960	
6869	Tchem	Folylpolyglutamate synthase, mitochondrial	15858	
7049	Tchem	Free fatty acid receptor 1	13655	
7051	Tchem	Free fatty acid receptor 4	6926	
3514	Tchem	Frizzled-2	19821	
6157	Tchem	Fructose-1,6-bisphosphatase 1	11006	
6904	Tchem	Furin	12565	
6846	Tchem	FYVE, RhoGEF and PH domain-containing protein 1	7302	
9855	Tchem	G protein-activated inward rectifier potassium channel 1	8117	
9786	Tchem	G protein-activated inward rectifier potassium channel 2	7374	7374
9517	Tchem	G protein-activated inward rectifier potassium channel 3	12658	
9911	Tchem	G protein-activated inward rectifier potassium channel 4	8116	
3859	Tchem	G protein-coupled receptor kinase 4	12772	
3777	Tchem	G-protein coupled bile acid receptor 1	15748	
7289	Tchem	G-protein coupled estrogen receptor 1	17219	
3839	Tchem	G-protein coupled receptor 182	9509	
3840	Tchem	G-protein coupled receptor 183	12720	
4163	Tchem	G-protein coupled receptor 35	3336	
4165	Tchem	G-protein coupled receptor 39	1108	
3870	Tchem	G-protein coupled receptor 4	8472	
3992	Tchem	G-protein coupled receptor 55	2946	
3994	Tchem	G-protein coupled receptor 6	8473	
3872	Tchem	G-protein coupled receptor 84	18875	
2464	Tchem	G1/S-specific cyclin-D1	9207	9207
2430	Tchem	G1/S-specific cyclin-D2	20059	
2796	Tchem	G1/S-specific cyclin-D3	20064	
2942	Tchem	G1/S-specific cyclin-E1	11601	
2258	Tchem	G2/mitotic-specific cyclin-B1	7815	
2403	Tchem	G2/mitotic-specific cyclin-B2	16477	
2795	Tchem	G2/mitotic-specific cyclin-B3	17771	
3596	Tchem	Galactoside 3(4)-L-fucosyltransferase	13448	
3640	Tchem	Galanin receptor type 1	8125	
3613	Tchem	Galanin receptor type 2	4567	
3544	Tchem	Galanin receptor type 3	19655	
10086	Tchem	Galectin-1	10363	
10165	Tchem	Galectin-2	19359	
10166	Tchem	Galectin-3	1241	
10455	Tchem	Galectin-4	16718	
10557	Tchem	Galectin-8	13672	
10197	Tchem	Galectin-9	13000	
7177	Tchem	Gamma-aminobutyric acid receptor subunit rho-1	7683	
7133	Tchem	Gamma-aminobutyric acid receptor subunit rho-2	3004	
7178	Tchem	Gamma-aminobutyric acid receptor subunit rho-3	7785	
1744	Tchem	Gamma-butyrobetaine dioxygenase	11782	
3594	Tchem	Gamma-glutamyl hydrolase	12479	
9226	Tchem	Gamma-parvin	3023	
910	Tchem	Gamma-secretase subunit APH-1A	13947	
1048	Tchem	Gamma-secretase subunit APH-1B	2384	
12618	Tchem	Gamma-secretase subunit PEN-2	5696	
4009	Tchem	Gamma-secretase-activating protein	5546	
7346	Tchem	Gastric inhibitory polypeptide	13975	
3734	Tchem	Gastric inhibitory polypeptide receptor	8113	
12507	Tchem	Gastricsin	12228	
3944	Tchem	Gastrin-releasing peptide receptor	18029	
3590	Tchem	Geminin	11546	
7190	Tchem	Geranylgeranyl pyrophosphate synthase	2618	
12540	Tchem	Geranylgeranyl transferase type-1 subunit beta	1020	
10693	Tchem	Ghrelin O-acyltransferase	4866	
7272	Tchem	Glucagon	7102	
7723	Tchem	Glucokinase	11649	
7179	Tchem	Glucokinase regulatory protein	19948	
6912	Tchem	Glucose-6-phosphatase	11608	
3604	Tchem	Glucose-6-phosphate 1-dehydrogenase	11396	
3670	Tchem	Glucose-6-phosphate exchanger SLC37A4	7927	
3789	Tchem	Glucose-dependent insulinotropic receptor	15967	
7239	Tchem	Glucosylceramidase	17710	
7097	Tchem	Glutamate carboxypeptidase 2	15878	
5587	Tchem	Glutamate decarboxylase 1	19662	
5520	Tchem	Glutamate decarboxylase 2	10467	
4145	Tchem	Glutamate--cysteine ligase catalytic subunit	8350	
3952	Tchem	Glutaminase kidney isoform, mitochondrial	5597	
3783	Tchem	Glutamine synthetase	2854	
7185	Tchem	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	11476	
16682	Tchem	Glutamine--tRNA ligase	13326	
14441	Tchem	Glutaminyl-peptide cyclotransferase	15046	
14406	Tchem	Glutaminyl-peptide cyclotransferase-like protein	475	
434	Tchem	Glutamyl aminopeptidase	6021	
3930	Tchem	Glutathione S-transferase A1	13257	
4013	Tchem	Glutathione S-transferase A4	9511	
3882	Tchem	Glutathione S-transferase kappa 1	3114	
3909	Tchem	Glutathione S-transferase Mu 2	18430	
4179	Tchem	Glutathione S-transferase Mu 3	13325	
3910	Tchem	Glutathione S-transferase Mu 5	10879	
4147	Tchem	Glutathione S-transferase omega-1	18471	
4182	Tchem	Glutathione S-transferase P	11723	
3906	Tchem	Glutathione S-transferase theta-2	4296	
3602	Tchem	Glyceraldehyde-3-phosphate dehydrogenase	3081	
3776	Tchem	Glycerol-3-phosphate acyltransferase 1, mitochondrial	1977	
7288	Tchem	Glycerol-3-phosphate dehydrogenase, mitochondrial	15270	
7171	Tchem	Glycine receptor subunit alpha-2	11244	
3768	Tchem	Glycine receptor subunit alpha-3	11310	11310
7353	Tchem	Glycogen [starch] synthase, muscle	8427	
13884	Tchem	Glycogen phosphorylase, liver form	17295	
13965	Tchem	Glycogen phosphorylase, muscle form	8259	
11966	Tchem	Glycylpeptide N-tetradecanoyltransferase 1	17170	
11877	Tchem	Glycylpeptide N-tetradecanoyltransferase 2	14716	
4077	Tchem	GMP synthase [glutamine-hydrolyzing]	8802	
11528	Tchem	GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1	7586	
5262	Tchem	Granulocyte-macrophage colony-stimulating factor	17158	
4132	Tchem	Granzyme A	8263	
3874	Tchem	Granzyme B	11317	
4133	Tchem	Granzyme K	8160	
12639	Tchem	Group 10 secretory phospholipase A2	8379	
9123	Tchem	Group 3 secretory phospholipase A2	5645	
9406	Tchem	Group IID secretory phospholipase A2	4965	
9125	Tchem	Group IIE secretory phospholipase A2	5134	
9345	Tchem	Group IIF secretory phospholipase A2	7490	
9412	Tchem	Group XV phospholipase A2	7173	
3922	Tchem	Growth factor receptor-bound protein 2	8562	
7333	Tchem	Growth/differentiation factor 2	1029	
7159	Tchem	Growth/differentiation factor 8	12938	12938
14589	Tchem	GTP-binding protein Rheb	14845	
13839	Tchem	GTPase HRas	4340	
14465	Tchem	GTPase NRas	4341	
3822	Tchem	Guanine nucleotide-binding protein G(i) subunit alpha-1	5031	
4709	Tchem	H(+)/Cl(-) exchange transporter 3	5986	
7573	Tchem	Heat shock 70 kDa protein 1A	6591	
7706	Tchem	Heat shock 70 kDa protein 6	15475	
7772	Tchem	Heat shock cognate 71 kDa protein	9893	
17835	Tchem	Heat shock protein 75 kDa, mitochondrial	7714	
7754	Tchem	Heat shock protein beta-1	4941	
7673	Tchem	Heat shock protein HSP 90-alpha	19675	
7794	Tchem	Heat shock protein HSP 90-beta	13474	
7568	Tchem	Hematopoietic prostaglandin D synthase	19574	
4192	Tchem	Hemoglobin subunit beta	20002	
7616	Tchem	Heparanase	17154	
10284	Tchem	Hepatic triacylglycerol lipase	9691	
4035	Tchem	Hepatocyte growth factor	5359	
7500	Tchem	Hepatocyte growth factor activator	15013	
7440	Tchem	Hepatocyte nuclear factor 4-alpha	2572	
7604	Tchem	Hepatocyte nuclear factor 4-gamma	18614	
15048	Tchem	Heterogeneous nuclear ribonucleoprotein A1	13859	
7455	Tchem	Heterogeneous nuclear ribonucleoprotein H	1887	
15049	Tchem	Heterogeneous nuclear ribonucleoproteins A2/B1	13880	
7397	Tchem	Heterogeneous nuclear ribonucleoproteins C1/C2	19689	
7764	Tchem	Hexokinase-1	16213	
7765	Tchem	Hexokinase-2	4321	
9152	Tchem	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	6512	
15715	Tchem	High affinity choline transporter 1	14941	
6842	Tchem	High affinity immunoglobulin epsilon receptor subunit alpha	9340	
6807	Tchem	High affinity immunoglobulin gamma Fc receptor I	9342	
12342	Tchem	High affinity nerve growth factor receptor	1235	
7695	Tchem	High mobility group protein B1	11008	
7586	Tchem	Histamine H4 receptor	10674	
7605	Tchem	Histamine N-methyltransferase	4219	4219
7798	Tchem	Histidine ammonia-lyase	17860	
16738	Tchem	Histidine--tRNA ligase, cytoplasmic	7438	
1604	Tchem	Histo-blood group ABO system transferase	2859	
9899	Tchem	Histone acetyltransferase KAT2B	12458	
9840	Tchem	Histone acetyltransferase KAT6A	13398	
9585	Tchem	Histone acetyltransferase KAT6B	5224	
8179	Tchem	Histone acetyltransferase KAT7	14772	
3320	Tchem	Histone acetyltransferase p300	7053	
1351	Tchem	Histone chaperone ASF1A	16992	
3934	Tchem	Histone H1.0	12482	12482
13008	Tchem	Histone lysine demethylase PHF8	4059	
1781	Tchem	Histone-arginine methyltransferase CARM1	1587	
14614	Tchem	Histone-binding protein RBBP7	16696	
9552	Tchem	Histone-lysine N-methyltransferase 2A	16411	
10503	Tchem	Histone-lysine N-methyltransferase 2C	9639	
3301	Tchem	Histone-lysine N-methyltransferase EHMT1	12357	
3344	Tchem	Histone-lysine N-methyltransferase EHMT2	18891	
6151	Tchem	Histone-lysine N-methyltransferase EZH2	17122	
12376	Tchem	Histone-lysine N-methyltransferase NSD2	11990	
14241	Tchem	Histone-lysine N-methyltransferase SETD2	4035	
15745	Tchem	Histone-lysine N-methyltransferase SETD7	3054	
16152	Tchem	Histone-lysine N-methyltransferase SMYD3	13222	
16810	Tchem	Histone-lysine N-methyltransferase SUV39H1	4004	
5955	Tchem	Histone-lysine N-methyltransferase, H3 lysine-79 specific	15337	
7595	Tchem	HLA class II histocompatibility antigen gamma chain	17995	
6053	Tchem	HLA class II histocompatibility antigen, DR beta 3 chain	19075	
133	Tchem	HLA class II histocompatibility antigen, DRB1-1 beta chain	17977	
220	Tchem	HLA class II histocompatibility antigen, DRB1-10 beta chain	10672	
12097	Tchem	Homeobox protein NANOG	16502	
7506	Tchem	Homeodomain-interacting protein kinase 2	11194	
7557	Tchem	Homeodomain-interacting protein kinase 3	10929	
7372	Tchem	Homeodomain-interacting protein kinase 4	5949	
7632	Tchem	Hormonally up-regulated neu tumor-associated kinase	10246	
10479	Tchem	Hormone-sensitive lipase	13066	
2533	Tchem	Hsp90 co-chaperone Cdc37	16638	
4090	Tchem	Huntingtin	49	
4221	Tchem	Hydroxyacid oxidase 1	1237	
4118	Tchem	Hydroxyacid oxidase 2	5646	
7565	Tchem	Hydroxyacid-oxoacid transhydrogenase, mitochondrial	6324	
7398	Tchem	Hydroxycarboxylic acid receptor 1	4245	
7462	Tchem	Hypoxanthine-guanine phosphoribosyltransferase	9907	
7406	Tchem	Hypoxia-inducible factor 1-alpha	15864	
6703	Tchem	IgG receptor FcRn large subunit p51	2753	
8652	Tchem	Ileal sodium/bile acid cotransporter	7651	
7889	Tchem	Indoleamine 2,3-dioxygenase 1	9525	
7651	Tchem	Indoleamine 2,3-dioxygenase 2	7882	
8297	Tchem	Indolethylamine N-methyltransferase	16460	
8427	Tchem	Induced myeloid leukemia cell differentiation protein Mcl-1	10984	
7855	Tchem	Inhibitor of nuclear factor kappa-B kinase subunit alpha	6877	
7856	Tchem	Inhibitor of nuclear factor kappa-B kinase subunit beta	12120	
8234	Tchem	Inhibitor of nuclear factor kappa-B kinase subunit epsilon	15207	
8114	Tchem	Inner centromere protein	18884	
8126	Tchem	Inositol 1,4,5-trisphosphate receptor type 1	17761	
8258	Tchem	Inositol 1,4,5-trisphosphate receptor type 2	18288	
9559	Tchem	Inositol 1,4,5-trisphosphate receptor type 3	18295	
8301	Tchem	Insulin receptor-related protein	7854	
8081	Tchem	Insulin-degrading enzyme	6231	
8064	Tchem	Insulin-like growth factor I	14065	
7952	Tchem	Insulin-like growth factor II	7599	
7732	Tchem	Insulin-like growth factor-binding protein 1	16236	
7733	Tchem	Insulin-like growth factor-binding protein 2	15802	
7734	Tchem	Insulin-like growth factor-binding protein 3	1245	
7894	Tchem	Insulin-like growth factor-binding protein 4	13767	
8026	Tchem	Insulin-like growth factor-binding protein 5	8123	
7686	Tchem	Insulin-like growth factor-binding protein 6	8121	
8316	Tchem	Integrin alpha-10	10421	
9556	Tchem	Integrin alpha-3	1005	
8318	Tchem	Integrin alpha-6	8318	
8151	Tchem	Integrin alpha-M	8266	
9557	Tchem	Integrin alpha-V	16969	
7931	Tchem	Integrin-linked protein kinase	3602	
7784	Tchem	Intercellular adhesion molecule 1	19667	
7738	Tchem	Intercellular adhesion molecule 3	19453	
8271	Tchem	Interferon gamma receptor 1	53	
8245	Tchem	Interferon lambda receptor 1	7756	
7960	Tchem	Interleukin-1 alpha	6756	
7862	Tchem	Interleukin-1 receptor antagonist protein	18778	18778
8206	Tchem	Interleukin-1 receptor-associated kinase 1	7722	
7992	Tchem	Interleukin-1 receptor-associated kinase 3	1469	
9612	Tchem	Interleukin-1 receptor-associated kinase 4	262	
7958	Tchem	Interleukin-10	10589	
7835	Tchem	Interleukin-2	11536	
8107	Tchem	Interleukin-22	14692	
7837	Tchem	Interleukin-5 receptor subunit alpha	17482	
8100	Tchem	Interleukin-8	11318	
9642	Tchem	Intermediate conductance calcium-activated potassium channel protein 4	8942	
11205	Tchem	Interstitial collagenase	7759	
9763	Tchem	Inward rectifier potassium channel 2	4164	
9605	Tchem	Inward rectifier potassium channel 4	7387	
8051	Tchem	Isocitrate dehydrogenase [NADP] cytoplasmic	13922	
16798	Tchem	Isoleucine--tRNA ligase, cytoplasmic	2507	
9548	Tchem	Kallikrein-1	18225	
9546	Tchem	Kallikrein-12	160	
10243	Tchem	Kallikrein-13	157	
9547	Tchem	Kallikrein-14	16449	
9680	Tchem	Kallikrein-2	12216	
9998	Tchem	Kallikrein-4	1554	
9681	Tchem	Kallikrein-5	3147	
9682	Tchem	Kallikrein-7	8309	
9683	Tchem	Kallikrein-8	16145	
2150	Tchem	Kappa-casein	16867	
10099	Tchem	Ketohexokinase	4603	
10037	Tchem	Killer cell immunoglobulin-like receptor 2DL1	19600	
9737	Tchem	Kinesin-1 heavy chain	10731	
9527	Tchem	Kinesin-like protein KIF11	4361	
9531	Tchem	Kinesin-like protein KIF1B	16268	
10035	Tchem	Kinesin-like protein KIF20A	14723	
9980	Tchem	Kinesin-like protein KIF20B	963	
9921	Tchem	Kinesin-like protein KIF22	1920	
9736	Tchem	Kinesin-like protein KIF3C	13083	
9814	Tchem	Kinesin-like protein KIF9	17813	
10044	Tchem	Kinesin-like protein KIFC1	5581	
9941	Tchem	Kinesin-like protein KIFC3	5792	
12033	Tchem	Kinetochore protein NDC80 homolog	13098	
10004	Tchem	Kininogen-1	3966	
9739	Tchem	KiSS-1 receptor	9780	
14033	Tchem	Kit ligand	12737	
10494	Tchem	Krueppel-like factor 5	5773	
10145	Tchem	Kynureninase	15421	
10111	Tchem	Kynurenine 3-monooxygenase	9537	
140	Tchem	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial	18920	
697	Tchem	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	18257	
10081	Tchem	L-lactate dehydrogenase A chain	9331	
10131	Tchem	L-lactate dehydrogenase B chain	12164	
10723	Tchem	L-selectin	4694	
10277	Tchem	Lactoylglutathione lyase	15001	
10404	Tchem	Laminin subunit alpha-3	15129	
10405	Tchem	Laminin subunit alpha-4	11986	
10406	Tchem	Laminin subunit alpha-5	9524	
10225	Tchem	Laminin subunit gamma-1	9092	
10549	Tchem	LanC-like protein 2	17892	
4942	Tchem	Lanosterol 14-alpha demethylase	14569	
6138	Tchem	Lanosterol synthase	9661	
15629	Tchem	Lathosterol oxidase	13954	
10472	Tchem	Legumain	17389	
10419	Tchem	Lethal(3)malignant brain tumor-like protein 1	1910	
10707	Tchem	Lethal(3)malignant brain tumor-like protein 3	19464	
16740	Tchem	Leucine--tRNA ligase, cytoplasmic	14841	
11019	Tchem	Leucine-rich repeat serine/threonine-protein kinase 2	11800	
10620	Tchem	Leucine-rich repeat-containing protein 59	10562	
10413	Tchem	Leucyl-cystinyl aminopeptidase	1837	
10321	Tchem	Leukemia inhibitory factor receptor	3214	
10910	Tchem	Leukocyte tyrosine kinase receptor	17645	
10349	Tchem	Leukotriene A-4 hydrolase	12576	
10856	Tchem	Leukotriene B4 receptor 1	19342	
10564	Tchem	LIM domain kinase 1	962	
10282	Tchem	LIM domain kinase 2	983	
10409	Tchem	Linker for activation of T-cells family member 1	4034	
10572	Tchem	Lipoprotein lipase	18181	
6227	Tchem	Liver carboxylesterase 1	9712	
15762	Tchem	Long-chain fatty acid transport protein 1	16535	
15656	Tchem	Long-chain fatty acid transport protein 4	4208	
6805	Tchem	Low affinity immunoglobulin epsilon Fc receptor	17294	
15844	Tchem	Low affinity sodium-glucose cotransporter	5473	
13344	Tchem	Low molecular weight phosphotyrosine protein phosphatase	8897	
10084	Tchem	Low-density lipoprotein receptor	4374	
10085	Tchem	Lymphoid enhancer-binding factor 1	967	
17887	Tchem	Lymphokine-activated killer T-cell-originated protein kinase	19910	
17993	Tchem	Lymphotoxin-beta	10507	
16648	Tchem	Lysine--tRNA ligase	12022	
9723	Tchem	Lysine-specific demethylase 2A	3194	
9888	Tchem	Lysine-specific demethylase 2B	8793	
9774	Tchem	Lysine-specific demethylase 3A	2503	
9801	Tchem	Lysine-specific demethylase 4A	8720	
9775	Tchem	Lysine-specific demethylase 4B	5664	
9802	Tchem	Lysine-specific demethylase 4C	10911	
9724	Tchem	Lysine-specific demethylase 4D	7981	
9776	Tchem	Lysine-specific demethylase 4E	19146	
9725	Tchem	Lysine-specific demethylase 5A	17644	
9777	Tchem	Lysine-specific demethylase 5B	17197	
9726	Tchem	Lysine-specific demethylase 5C	2621	
9917	Tchem	Lysine-specific demethylase 6A	8491	
9778	Tchem	Lysine-specific demethylase 6B	6207	
9918	Tchem	Lysine-specific demethylase 7A	4777	
9520	Tchem	Lysine-specific histone demethylase 1A	16865	
10929	Tchem	Lysophosphatidic acid receptor 1	13598	
10848	Tchem	Lysophosphatidic acid receptor 2	3369	
10888	Tchem	Lysophosphatidic acid receptor 3	14226	
10490	Tchem	Lysophosphatidic acid receptor 4	3251	
10849	Tchem	Lysophosphatidic acid receptor 5	11514	
10354	Tchem	Lysophosphatidic acid receptor 6	17705	
10872	Tchem	Lysophospholipase-like protein 1	13595	13595
10320	Tchem	Lysosomal acid lipase/cholesteryl ester hydrolase	7098	
10790	Tchem	Lysosomal alpha-mannosidase	14208	
9145	Tchem	Lysosomal Pro-X carboxypeptidase	2937	
13511	Tchem	Lysosomal protective protein	13898	
13367	Tchem	Lysosomal thioesterase PPT2	4815	
11285	Tchem	M-phase inducer phosphatase 1	19613	
11286	Tchem	M-phase inducer phosphatase 2	19614	
11344	Tchem	M-phase inducer phosphatase 3	19616	
11243	Tchem	M-phase phosphoprotein 8	17374	
8564	Tchem	Macrophage metalloelastase	7883	
8540	Tchem	Macrophage migration inhibitory factor	4659	
8520	Tchem	Macrophage-expressed gene 1 protein	14924	
15181	Tchem	Macrophage-stimulating protein receptor	19682	
13653	Tchem	Major prion protein	17201	
11081	Tchem	Malate dehydrogenase, mitochondrial	7809	
5467	Tchem	Malonyl-CoA decarboxylase, mitochondrial	3492	
11416	Tchem	Mannose-6-phosphate isomerase	16055	
11074	Tchem	Mannose-binding protein C	8339	
11211	Tchem	Mannosyl-oligosaccharide glucosidase	141	
10770	Tchem	MAP kinase-activated protein kinase 2	4228	
10801	Tchem	MAP kinase-activated protein kinase 5	6867	
11406	Tchem	MAP kinase-interacting serine/threonine-protein kinase 1	152	
